customer_id,visit_freq,avg_basket,last_coupon_days,reward_points
CUST_01594,2,5.65,54,1887
CUST_01595,5,74.46,9,679
CUST_01596,5,42.9,15,1204
CUST_01597,6,49.74,5,1835
CUST_01598,13,5.0,47,1982
CUST_01599,9,10.05,10,129
CUST_01600,15,62.18,57,1998
CUST_01601,14,47.17,51,148
CUST_01602,7,36.32,2,1495
CUST_01603,2,54.12,27,817
CUST_01604,7,80.89,60,1744
CUST_01605,6,34.47,40,1646
CUST_01606,17,41.73,14,947
CUST_01607,2,44.81,59,499
CUST_01608,3,99.8,12,1672
CUST_01609,5,5.0,41,1378
CUST_01610,5,57.08,51,1939
CUST_01611,1,37.13,55,1234
CUST_01612,8,54.17,44,657
CUST_01613,12,23.57,16,1619
CUST_01614,4,38.78,6,1053
CUST_01615,13,57.79,27,576
CUST_01616,15,117.82,37,1047
CUST_01617,11,60.2,12,983
CUST_01618,10,18.8,59,1966
CUST_01619,3,29.41,16,722
CUST_01620,14,28.66,14,221
CUST_01621,16,5.0,35,601
CUST_01622,10,31.75,27,1641
CUST_01623,10,58.32,14,683
CUST_01624,12,8.14,45,741
CUST_01625,9,66.21,52,924
CUST_01626,1,52.19,10,1612
CUST_01627,5,21.64,55,579
CUST_01628,8,36.46,30,1900
CUST_01629,11,79.96,3,400
CUST_01630,12,58.34,34,1888
CUST_01631,1,40.22,33,900
CUST_01632,11,34.06,51,1627
CUST_01633,5,41.92,26,511
CUST_01634,15,27.21,9,87
CUST_01635,5,5.0,29,1488
CUST_01636,12,91.05,44,49
CUST_01637,5,43.88,19,102
CUST_01638,17,49.95,28,367
CUST_01639,17,38.55,57,935
CUST_01640,12,21.62,52,1515
CUST_01641,15,35.35,28,1581
CUST_01642,15,5.0,22,1714
CUST_01643,6,96.93,56,1802
CUST_01644,12,9.14,49,1291
CUST_01645,18,14.2,20,1420
CUST_01646,14,28.99,47,1343
CUST_01647,2,72.2,42,1543
CUST_01648,9,40.36,9,1472
CUST_01649,5,9.1,40,1800
CUST_01650,1,71.36,11,1499
CUST_01651,3,58.28,29,897
CUST_01652,6,53.46,60,1613
CUST_01653,5,57.89,50,908
CUST_01654,5,99.86,32,1263
CUST_01655,1,94.63,17,257
CUST_01656,17,22.83,13,1731
CUST_01657,19,80.6,21,1995
CUST_01658,14,49.58,20,1967
CUST_01659,12,52.48,0,1865
CUST_01660,10,5.0,48,1666
CUST_01661,18,35.74,42,1987
CUST_01662,11,19.68,51,389
CUST_01663,2,60.7,59,1366
CUST_01664,18,66.78,14,772
CUST_01665,7,5.0,35,753
CUST_01666,15,39.45,46,1410
CUST_01667,11,68.05,53,393
CUST_01668,18,35.33,21,682
CUST_01669,12,58.23,31,1682
CUST_01670,6,48.78,57,269
CUST_01671,13,48.54,45,148
CUST_01672,16,33.22,53,1403
CUST_01673,18,9.59,32,810
CUST_01674,10,11.96,57,27
CUST_01675,8,57.73,40,1172
CUST_01676,18,40.49,58,1443
CUST_01677,1,36.54,38,279
CUST_01678,8,29.4,22,1205
CUST_01679,6,32.37,42,165
CUST_01680,5,66.17,54,16
CUST_01681,15,31.62,1,1173
CUST_01682,15,6.47,1,338
CUST_01683,2,58.59,37,1068
CUST_01684,1,34.88,54,1525
CUST_01685,11,40.78,50,841
CUST_01686,10,80.19,28,188
CUST_01687,18,39.49,51,650
CUST_01688,18,47.23,45,1084
CUST_01689,17,10.53,59,293
CUST_01690,8,34.51,2,1857
CUST_01691,15,55.24,38,1056
CUST_01692,8,5.0,6,1322
CUST_01693,17,45.02,35,414
CUST_01694,12,42.52,28,1647
CUST_01695,8,41.03,54,802
CUST_01696,14,65.93,36,1572
CUST_01697,4,48.36,48,430
CUST_01698,1,76.95,57,1518
CUST_01699,1,15.16,35,1123
CUST_01700,19,43.4,22,1046
CUST_01701,16,42.11,44,1443
CUST_01702,14,13.27,15,1447
CUST_01703,16,63.91,47,486
CUST_01704,5,98.12,30,1753
CUST_01705,9,39.57,33,88
CUST_01706,2,52.63,49,1232
CUST_01707,18,42.11,0,270
CUST_01708,6,22.16,17,1956
CUST_01709,9,5.0,57,1772
CUST_01710,1,22.36,39,899
CUST_01711,9,5.2,42,1429
CUST_01712,16,82.6,55,1744
CUST_01713,13,37.12,55,277
CUST_01714,9,31.35,14,2000
CUST_01715,13,62.23,47,205
CUST_01716,9,11.96,48,1613
CUST_01717,11,20.83,16,912
CUST_01718,4,41.7,43,327
CUST_01719,2,65.72,9,1633
CUST_01720,6,52.54,19,857
CUST_01721,14,46.21,5,876
CUST_01722,4,41.95,7,861
CUST_01723,6,50.01,44,335
CUST_01724,19,45.04,33,605
CUST_01725,6,14.25,60,591
CUST_01726,2,41.15,31,1061
CUST_01727,18,13.16,50,1013
CUST_01728,13,42.03,53,1943
CUST_01729,9,27.98,41,1251
CUST_01730,19,103.48,3,1506
CUST_01731,13,39.0,43,1157
CUST_01732,11,5.0,49,707
CUST_01733,1,36.65,38,977
CUST_01734,7,52.98,19,1413
CUST_01735,15,81.83,23,1817
CUST_01736,1,25.26,23,1636
CUST_01737,12,5.0,54,424
CUST_01738,7,60.42,25,586
CUST_01739,15,5.49,24,805
CUST_01740,19,29.1,35,1533
CUST_01741,1,33.56,6,719
CUST_01742,17,38.26,9,1618
CUST_01743,17,57.23,57,1450
CUST_01744,3,22.91,46,948
CUST_01745,12,33.16,11,654
CUST_01746,6,39.64,0,473
CUST_01747,11,43.74,51,567
CUST_01748,3,42.45,49,1384
CUST_01749,8,50.9,24,1975
CUST_01750,14,61.1,15,1822
CUST_01751,14,49.82,4,210
CUST_01752,10,51.34,18,1976
CUST_01753,2,5.0,3,1202
CUST_01754,14,41.26,5,1943
CUST_01755,9,51.99,25,1081
CUST_01756,3,58.22,48,1096
CUST_01757,8,22.69,38,214
CUST_01758,16,23.52,55,899
CUST_01759,2,25.65,54,1801
CUST_01760,6,53.41,38,1982
CUST_01761,12,65.85,8,1096
CUST_01762,5,29.81,44,466
CUST_01763,2,62.7,51,1294
CUST_01764,16,43.09,13,1522
CUST_01765,5,36.89,47,353
CUST_01766,15,34.72,54,1257
CUST_01767,12,58.67,8,1342
CUST_01768,4,48.14,14,1042
CUST_01769,15,96.9,36,624
CUST_01770,11,18.69,49,1598
CUST_01771,16,52.95,52,371
CUST_01772,6,26.77,19,183
CUST_01773,14,18.27,7,1300
CUST_01774,18,39.73,31,673
CUST_01775,12,43.43,46,754
CUST_01776,11,112.95,20,1168
CUST_01777,13,35.4,56,1681
CUST_01778,11,11.75,40,1104
CUST_01779,16,46.83,18,321
CUST_01780,15,5.0,28,434
CUST_01781,15,37.7,57,1856
CUST_01782,4,40.4,30,1066
CUST_01783,11,59.87,53,1336
CUST_01784,19,64.34,5,1929
CUST_01785,15,27.41,3,292
CUST_01786,4,36.23,42,687
CUST_01787,13,20.85,28,887
CUST_01788,19,11.8,41,68
CUST_01789,2,47.75,2,55
CUST_01790,14,8.16,0,630
CUST_01791,4,29.63,43,1227
CUST_01792,16,15.12,54,419
CUST_01793,14,53.74,14,1950
CUST_01794,15,85.04,46,566
CUST_01795,3,7.46,20,549
CUST_01796,8,5.0,45,242
CUST_01797,16,36.88,57,1224
CUST_01798,10,40.39,30,747
CUST_01799,4,45.47,6,1497
CUST_01800,18,28.84,16,526
CUST_01801,2,34.98,55,1679
CUST_01802,17,49.19,18,76
CUST_01803,13,66.01,38,1501
CUST_01804,4,5.0,59,1844
CUST_01805,11,30.78,2,439
CUST_01806,7,45.35,29,1286
CUST_01807,12,17.05,34,1208
CUST_01808,10,83.28,57,1078
CUST_01809,7,24.11,56,1331
CUST_01810,13,38.97,28,515
CUST_01811,7,53.9,49,1322
CUST_01812,17,25.22,51,1575
CUST_01813,10,5.0,53,1253
CUST_01814,10,29.28,13,1400
CUST_01815,4,65.74,34,1309
CUST_01816,4,31.58,27,1161
CUST_01817,7,18.84,57,1501
CUST_01818,1,63.14,29,614
CUST_01819,12,31.73,25,1030
CUST_01820,13,27.25,6,675
CUST_01821,10,43.74,38,1442
CUST_01822,15,59.27,30,1495
CUST_01823,13,99.54,4,1958
CUST_01824,9,60.68,34,419
CUST_01825,9,69.0,49,1900
CUST_01826,15,27.35,46,275
CUST_01827,10,14.35,51,1584
CUST_01828,10,41.56,13,607
CUST_01829,8,42.68,60,570
CUST_01830,16,13.04,35,1766
CUST_01831,17,35.62,26,1712
CUST_01832,5,49.98,23,89
CUST_01833,4,49.01,39,281
CUST_01834,18,52.61,28,1571
CUST_01835,19,47.27,52,1194
CUST_01836,4,27.32,44,637
CUST_01837,7,27.15,21,810
CUST_01838,10,10.03,7,1378
CUST_01839,18,84.62,14,1227
CUST_01840,19,40.34,48,1312
CUST_01841,4,34.38,4,867
CUST_01842,10,16.78,51,461
CUST_01843,1,113.39,3,1632
CUST_01844,18,13.17,10,749
CUST_01845,5,29.28,17,1196
CUST_01846,15,50.4,41,300
CUST_01847,17,55.01,48,599
CUST_01848,3,63.95,29,1934
CUST_01849,12,85.19,14,1886
CUST_01850,2,52.65,5,528
CUST_01851,1,13.6,54,139
CUST_01852,17,33.58,52,1789
CUST_01853,16,47.7,15,277
CUST_01854,5,91.71,46,662
CUST_01855,15,5.05,39,510
CUST_01856,3,70.06,8,1369
CUST_01857,7,44.5,42,1869
CUST_01858,11,60.95,58,1163
CUST_01859,10,37.45,33,113
CUST_01860,9,18.94,26,579
CUST_01861,14,58.77,12,1530
CUST_01862,13,56.36,35,1389
CUST_01863,2,64.3,26,690
CUST_01864,3,39.67,8,636
CUST_01865,7,25.0,4,1420
CUST_01866,18,5.0,50,1848
CUST_01867,3,60.48,21,822
CUST_01868,10,50.6,30,1873
CUST_01869,7,15.86,2,874
CUST_01870,9,26.54,29,1947
CUST_01871,17,28.33,20,1893
CUST_01872,11,5.0,34,1768
CUST_01873,7,19.56,5,939
CUST_01874,14,11.65,27,1682
CUST_01875,19,29.69,31,941
CUST_01876,4,21.53,41,1134
CUST_01877,6,5.0,36,1898
CUST_01878,10,90.56,24,357
CUST_01879,7,71.31,31,1261
CUST_01880,13,20.52,34,2
CUST_01881,14,46.81,21,1746
CUST_01882,4,50.44,23,403
CUST_01883,8,69.78,38,24
CUST_01884,5,19.53,53,1866
CUST_01885,1,67.3,29,508
CUST_01886,4,26.3,49,695
CUST_01887,3,6.6,31,1488
CUST_01888,9,58.1,30,60
CUST_01889,8,72.27,22,1531
CUST_01890,1,104.7,39,122
CUST_01891,6,10.01,32,1520
CUST_01892,9,57.47,24,54
CUST_01893,7,29.75,35,1186
CUST_01894,4,59.58,23,973
CUST_01895,13,5.0,30,1722
CUST_01896,17,8.43,57,1062
CUST_01897,2,20.6,38,1720
CUST_01898,5,41.97,45,1106
CUST_01899,12,23.97,12,1730
CUST_01900,8,56.48,9,545
CUST_01901,6,65.67,22,112
CUST_01902,8,54.99,17,424
CUST_01903,18,80.47,31,917
CUST_01904,3,50.4,32,229
CUST_01905,12,9.58,35,1306
CUST_01906,3,74.08,27,916
CUST_01907,6,24.87,15,1960
CUST_01908,2,62.76,15,1310
CUST_01909,12,79.34,17,154
CUST_01910,2,51.42,7,164
CUST_01911,6,5.0,41,961
CUST_01912,17,17.04,15,1205
CUST_01913,3,73.07,54,1262
CUST_01914,2,35.77,55,648
CUST_01915,8,41.99,10,1362
CUST_01916,12,58.97,5,937
CUST_01917,4,57.41,0,511
CUST_01918,5,46.97,60,931
CUST_01919,13,34.78,60,265
CUST_01920,15,32.18,11,186
CUST_01921,16,61.45,56,1063
CUST_01922,10,53.84,37,1845
CUST_01923,16,33.57,27,1516
CUST_01924,12,67.05,44,1702
CUST_01925,17,36.77,57,390
CUST_01926,16,18.71,16,1283
CUST_01927,12,21.03,0,654
CUST_01928,8,15.53,31,1739
CUST_01929,3,33.19,7,175
CUST_01930,16,70.84,53,773
CUST_01931,13,19.87,39,763
CUST_01932,19,44.71,55,1352
CUST_01933,8,23.58,42,930
CUST_01934,5,33.49,45,1223
CUST_01935,8,5.0,23,710
CUST_01936,12,34.49,9,1219
CUST_01937,1,35.16,46,825
CUST_01938,6,53.51,38,588
CUST_01939,18,45.58,38,530
CUST_01940,8,10.04,9,1085
CUST_01941,7,67.1,35,1350
CUST_01942,1,45.26,24,1929
CUST_01943,16,44.96,59,280
CUST_01944,12,39.77,49,1963
CUST_01945,6,27.06,58,1785
CUST_01946,2,45.45,56,226
CUST_01947,14,51.89,9,638
CUST_01948,4,5.0,18,1081
CUST_01949,1,26.53,45,920
CUST_01950,18,33.63,44,476
CUST_01951,13,46.4,14,1399
CUST_01952,2,69.83,15,715
CUST_01953,9,20.71,1,242
CUST_01954,2,27.55,28,366
CUST_01955,9,27.19,3,935
CUST_01956,1,19.96,52,1867
CUST_01957,11,31.32,49,1523
CUST_01958,3,59.27,28,837
CUST_01959,4,13.65,30,1275
CUST_01960,18,50.7,16,905
CUST_01961,6,5.0,9,1345
CUST_01962,3,25.97,26,375
CUST_01963,11,31.76,52,1432
CUST_01964,15,81.87,40,710
CUST_01965,5,33.13,14,1511
CUST_01966,10,5.0,59,342
CUST_01967,12,5.0,43,239
CUST_01968,15,40.85,30,138
CUST_01969,17,55.34,20,1145
CUST_01970,10,49.39,59,419
CUST_01971,6,44.19,58,1584
CUST_01972,18,69.06,57,303
CUST_01973,13,26.51,40,114
CUST_01974,3,62.37,45,342
CUST_01975,10,5.0,44,1274
CUST_01976,14,17.38,59,6
CUST_01977,6,5.0,25,730
CUST_01978,3,33.13,37,1612
CUST_01979,16,38.84,50,178
CUST_01980,7,42.85,35,1168
CUST_01981,14,41.55,51,415
CUST_01982,9,16.81,16,665
CUST_01983,15,35.24,50,1144
CUST_01984,3,5.0,2,1147
CUST_01985,2,74.08,60,149
CUST_01986,2,32.41,13,396
CUST_01987,3,27.78,48,380
CUST_01988,18,79.72,12,1803
CUST_01989,14,8.94,40,838
CUST_01990,18,11.86,26,0
CUST_01991,10,12.59,0,1696
CUST_01992,2,38.3,56,243
CUST_01993,1,50.79,16,1910
CUST_01994,4,58.49,47,1421
CUST_01995,14,104.3,49,1274
CUST_01996,1,5.0,33,878
CUST_01997,14,55.22,13,1599
CUST_01998,16,26.07,53,1322
CUST_01999,14,25.34,54,759
CUST_02000,3,24.51,58,953
CUST_02001,3,17.28,16,1320
CUST_02002,9,82.11,2,976
CUST_02003,6,61.06,33,1987
CUST_02004,13,40.58,39,1523
CUST_02005,2,73.78,24,1138
CUST_02006,8,5.0,60,1830
CUST_02007,2,6.73,1,0
CUST_02008,4,5.0,33,552
CUST_02009,15,22.51,25,1708
CUST_02010,4,44.04,30,1623
CUST_02011,13,42.57,8,481
CUST_02012,12,43.73,29,1633
CUST_02013,13,5.0,19,599
CUST_02014,14,60.08,20,762
CUST_02015,18,45.99,28,1533
CUST_02016,6,58.33,58,334
CUST_02017,11,5.0,24,464
CUST_02018,2,47.79,37,1164
CUST_02019,19,10.31,57,582
CUST_02020,19,30.07,43,136
CUST_02021,5,53.36,24,1003
CUST_02022,19,42.28,8,1982
CUST_02023,2,18.71,38,1634
CUST_02024,10,40.16,43,1686
CUST_02025,2,5.0,25,949
CUST_02026,11,68.76,56,686
CUST_02027,18,34.87,36,166
CUST_02028,15,67.96,15,1366
CUST_02029,9,26.84,36,1433
CUST_02030,19,26.91,11,1792
CUST_02031,9,20.9,23,909
CUST_02032,3,61.9,25,1759
CUST_02033,9,22.26,19,879
CUST_02034,14,56.11,8,841
CUST_02035,19,30.44,22,64
CUST_02036,7,5.0,38,1604
CUST_02037,16,25.74,28,1090
CUST_02038,16,10.52,30,432
CUST_02039,1,40.85,18,1073
CUST_02040,4,10.24,19,1337
CUST_02041,4,63.15,22,1332
CUST_02042,7,37.72,42,1626
CUST_02043,8,35.56,26,114
CUST_02044,17,56.4,29,1909
CUST_02045,5,64.1,20,568
CUST_02046,7,39.5,43,1365
CUST_02047,4,20.72,34,1553
CUST_02048,6,5.0,48,1807
CUST_02049,7,22.85,6,641
CUST_02050,18,24.57,21,494
CUST_02051,5,42.68,9,1292
CUST_02052,3,31.37,22,940
CUST_02053,7,57.2,14,1103
CUST_02054,14,24.68,29,1479
CUST_02055,7,38.57,33,1322
CUST_02056,5,69.6,12,967
CUST_02057,5,48.55,59,821
CUST_02058,2,38.5,3,201
CUST_02059,6,24.95,17,1526
CUST_02060,15,24.17,55,1760
CUST_02061,10,18.73,22,1694
CUST_02062,7,26.47,32,1739
CUST_02063,5,58.89,33,648
CUST_02064,1,34.45,33,1508
CUST_02065,13,6.26,35,1608
CUST_02066,18,84.2,34,559
CUST_02067,13,48.0,16,1041
CUST_02068,18,5.0,27,477
CUST_02069,5,28.95,13,487
CUST_02070,13,42.77,33,982
CUST_02071,4,82.61,47,778
CUST_02072,17,12.3,10,1469
CUST_02073,3,64.4,56,339
CUST_02074,17,74.99,12,1554
CUST_02075,11,24.28,32,611
CUST_02076,4,33.06,56,115
CUST_02077,2,14.09,54,1881
CUST_02078,16,34.91,1,73
CUST_02079,18,39.09,33,1815
CUST_02080,8,56.49,52,1292
CUST_02081,3,67.25,28,1660
CUST_02082,9,21.3,36,115
CUST_02083,6,5.0,3,1709
CUST_02084,10,39.47,11,1716
CUST_02085,10,47.34,25,1761
CUST_02086,13,46.24,57,1692
CUST_02087,17,31.83,60,1187
CUST_02088,9,43.12,27,1606
CUST_02089,17,77.89,2,1245
CUST_02090,9,49.54,19,125
CUST_02091,9,30.67,9,656
CUST_02092,1,27.5,51,1199
CUST_02093,2,35.75,17,1996
CUST_02094,16,80.92,52,663
CUST_02095,1,35.42,52,1717
CUST_02096,10,39.51,52,1398
CUST_02097,18,27.94,26,990
CUST_02098,8,67.47,30,1017
CUST_02099,11,89.0,26,858
CUST_02100,2,51.27,41,1521
CUST_02101,8,42.07,0,84
CUST_02102,8,40.92,5,1899
CUST_02103,17,5.0,10,1406
CUST_02104,15,58.63,33,632
CUST_02105,17,43.35,38,1664
CUST_02106,13,50.71,19,1486
CUST_02107,19,22.21,52,450
CUST_02108,5,30.39,20,517
CUST_02109,12,29.72,20,845
CUST_02110,1,65.54,17,694
CUST_02111,5,30.53,20,549
CUST_02112,8,92.07,18,928
CUST_02113,13,50.77,3,115
CUST_02114,8,8.11,12,1637
CUST_02115,11,36.79,17,1031
CUST_02116,1,23.71,51,1241
CUST_02117,13,5.0,28,1742
CUST_02118,19,79.99,24,1613
CUST_02119,3,57.58,55,1903
CUST_02120,17,53.33,12,403
CUST_02121,5,44.14,26,1590
CUST_02122,8,5.45,59,303
CUST_02123,14,27.91,18,1490
CUST_02124,4,61.04,48,1975
CUST_02125,11,13.72,0,739
CUST_02126,15,5.0,37,87
CUST_02127,19,34.32,18,1033
CUST_02128,7,36.46,51,307
CUST_02129,19,43.39,0,433
CUST_02130,19,58.21,39,801
CUST_02131,11,55.94,16,163
CUST_02132,5,46.47,20,1262
CUST_02133,5,69.89,21,1340
CUST_02134,8,5.0,14,995
CUST_02135,10,52.61,49,655
CUST_02136,6,55.66,38,1358
CUST_02137,15,9.01,47,17
CUST_02138,16,5.0,38,1094
CUST_02139,17,21.35,31,1198
CUST_02140,8,23.46,48,1877
CUST_02141,8,58.84,3,1823
CUST_02142,9,24.64,43,810
CUST_02143,2,18.59,44,338
CUST_02144,15,24.71,31,1959
CUST_02145,18,67.97,3,247
CUST_02146,3,40.33,52,1216
CUST_02147,17,35.52,0,1442
CUST_02148,4,37.25,32,1348
CUST_02149,4,72.3,6,305
CUST_02150,14,21.27,8,1803
CUST_02151,9,72.89,0,203
CUST_02152,9,45.26,15,852
CUST_02153,18,35.99,17,1146
CUST_02154,10,102.52,53,1593
CUST_02155,4,13.61,46,1874
CUST_02156,12,31.16,5,446
CUST_02157,8,9.19,1,712
CUST_02158,2,63.81,8,1514
CUST_02159,13,82.23,3,432
CUST_02160,16,81.75,44,1647
CUST_02161,2,70.6,22,1151
CUST_02162,11,35.06,53,1571
CUST_02163,10,30.87,42,1769
CUST_02164,15,5.0,44,821
CUST_02165,17,90.9,42,1070
CUST_02166,8,51.72,50,504
CUST_02167,18,27.7,7,114
CUST_02168,9,73.2,38,1439
CUST_02169,8,15.68,24,1790
CUST_02170,14,50.17,15,994
CUST_02171,18,35.68,34,222
CUST_02172,12,55.97,16,635
CUST_02173,19,38.41,17,1972
CUST_02174,14,5.0,59,1526
CUST_02175,17,41.89,26,671
CUST_02176,3,66.22,14,957
CUST_02177,7,39.27,59,932
CUST_02178,17,59.38,16,95
CUST_02179,12,13.86,42,106
CUST_02180,9,39.34,4,631
CUST_02181,15,24.39,15,1636
CUST_02182,18,58.67,14,1638
CUST_02183,13,40.79,41,1701
CUST_02184,8,57.25,45,1949
CUST_02185,14,67.19,33,697
CUST_02186,8,57.29,47,31
CUST_02187,14,46.83,18,1516
CUST_02188,7,15.04,7,65
CUST_02189,12,39.93,46,1202
CUST_02190,11,26.67,9,778
CUST_02191,11,31.4,4,1466
CUST_02192,13,30.64,51,915
CUST_02193,18,15.5,47,548
CUST_02194,2,5.0,52,200
CUST_02195,15,23.3,25,1893
CUST_02196,18,44.83,21,48
CUST_02197,15,6.3,43,786
CUST_02198,19,40.39,22,950
CUST_02199,12,87.51,12,1703
CUST_02200,13,65.58,8,262
CUST_02201,11,81.09,48,1156
CUST_02202,5,49.78,19,1833
CUST_02203,1,69.19,27,343
CUST_02204,3,21.9,43,1199
CUST_02205,19,23.89,56,1414
CUST_02206,7,5.0,36,10
CUST_02207,12,69.65,23,200
CUST_02208,15,78.51,43,944
CUST_02209,5,26.17,32,925
CUST_02210,15,33.65,19,1832
CUST_02211,8,21.15,59,2
CUST_02212,10,49.57,47,1237
CUST_02213,16,68.12,29,807
CUST_02214,8,5.0,43,1330
CUST_02215,1,50.24,8,1567
CUST_02216,12,33.08,44,559
CUST_02217,5,42.83,48,1350
CUST_02218,3,51.47,16,1787
CUST_02219,1,35.29,35,198
CUST_02220,4,37.41,13,1939
CUST_02221,8,34.65,18,1624
CUST_02222,3,64.26,6,108
CUST_02223,10,50.47,58,1314
CUST_02224,2,45.51,2,107
CUST_02225,11,8.23,32,1431
CUST_02226,10,30.54,43,551
CUST_02227,14,62.47,31,972
CUST_02228,7,40.94,46,51
CUST_02229,2,56.49,10,111
CUST_02230,9,84.16,41,294
CUST_02231,16,65.97,1,1603
CUST_02232,13,42.33,25,1212
CUST_02233,9,27.23,60,1867
CUST_02234,4,5.0,3,1744
CUST_02235,10,35.79,16,64
CUST_02236,12,31.85,16,573
CUST_02237,17,49.76,27,464
CUST_02238,14,36.15,29,257
CUST_02239,14,31.99,39,1669
CUST_02240,2,5.0,22,1003
CUST_02241,11,16.5,45,633
CUST_02242,16,51.92,23,1354
CUST_02243,19,82.9,28,1524
CUST_02244,6,37.56,3,1706
CUST_02245,19,48.2,37,209
CUST_02246,5,63.81,28,1831
CUST_02247,4,19.73,18,88
CUST_02248,15,49.17,26,1702
CUST_02249,4,21.49,28,27
CUST_02250,10,61.62,55,237
CUST_02251,3,43.79,35,335
CUST_02252,5,47.46,34,62
CUST_02253,6,20.44,51,1983
CUST_02254,8,57.68,5,1790
CUST_02255,7,92.12,58,1931
CUST_02256,10,14.8,22,1576
CUST_02257,6,31.51,38,499
CUST_02258,14,45.79,45,1564
CUST_02259,4,59.66,43,790
CUST_02260,13,26.01,47,1492
CUST_02261,17,5.0,51,591
CUST_02262,7,73.98,7,1074
CUST_02263,4,59.01,54,1135
CUST_02264,14,5.0,1,1896
CUST_02265,3,24.81,12,300
CUST_02266,5,79.2,39,1113
CUST_02267,16,76.19,56,228
CUST_02268,4,63.47,20,149
CUST_02269,2,35.6,30,1778
CUST_02270,18,42.07,51,1161
CUST_02271,19,36.73,47,1158
CUST_02272,19,68.21,35,1480
CUST_02273,17,18.1,60,1624
CUST_02274,14,19.86,47,1517
CUST_02275,19,65.26,51,526
CUST_02276,13,38.89,37,332
CUST_02277,12,74.46,26,1385
CUST_02278,6,23.21,35,173
CUST_02279,4,38.63,47,1625
CUST_02280,19,16.94,22,1236
CUST_02281,16,40.18,54,1366
CUST_02282,13,5.0,20,60
CUST_02283,4,27.81,12,1899
CUST_02284,17,5.0,36,1755
CUST_02285,1,57.35,46,1084
CUST_02286,18,57.91,25,818
CUST_02287,17,5.0,39,1701
CUST_02288,15,73.35,6,523
CUST_02289,11,102.44,45,215
CUST_02290,13,41.15,38,1612
CUST_02291,1,23.97,21,1767
CUST_02292,17,110.61,38,623
CUST_02293,6,7.03,22,577
CUST_02294,4,40.5,57,693
CUST_02295,16,44.49,29,422
CUST_02296,15,73.63,17,715
CUST_02297,15,48.99,41,1446
CUST_02298,6,27.53,17,1394
CUST_02299,15,16.22,45,1229
CUST_02300,14,31.45,9,1309
CUST_02301,11,14.83,38,1128
CUST_02302,7,41.2,29,753
CUST_02303,9,25.9,25,746
CUST_02304,16,5.0,6,687
CUST_02305,5,71.38,6,722
CUST_02306,10,27.56,4,1566
CUST_02307,18,8.3,0,746
CUST_02308,3,35.79,45,241
CUST_02309,13,41.71,17,1514
CUST_02310,11,5.0,12,664
CUST_02311,17,48.29,24,707
CUST_02312,13,13.82,39,1521
CUST_02313,6,82.78,7,434
CUST_02314,17,53.1,9,780
CUST_02315,13,30.0,31,483
CUST_02316,19,21.37,16,1470
CUST_02317,19,37.38,37,383
CUST_02318,10,55.32,14,1533
CUST_02319,3,39.36,14,169
CUST_02320,14,34.57,56,1020
CUST_02321,19,41.46,47,949
CUST_02322,5,24.9,39,868
CUST_02323,5,31.42,50,322
CUST_02324,17,5.0,19,847
CUST_02325,10,64.34,14,1497
CUST_02326,5,47.47,34,1255
CUST_02327,4,20.66,5,695
CUST_02328,6,87.47,29,358
CUST_02329,4,42.18,56,1298
CUST_02330,7,14.1,7,1965
CUST_02331,7,61.42,30,1934
CUST_02332,18,49.95,47,31
CUST_02333,3,49.86,46,176
CUST_02334,1,29.36,31,916
CUST_02335,4,51.26,44,64
CUST_02336,6,33.46,57,1733
CUST_02337,9,53.9,51,26
CUST_02338,14,5.0,14,1686
CUST_02339,12,29.15,17,1838
CUST_02340,4,83.05,12,1502
CUST_02341,12,20.82,23,267
CUST_02342,10,24.9,39,596
CUST_02343,7,28.8,13,1011
CUST_02344,3,9.63,27,65
CUST_02345,14,5.0,10,132
CUST_02346,10,34.24,5,1928
CUST_02347,16,43.4,55,915
CUST_02348,16,38.69,24,1389
CUST_02349,10,36.38,60,81
CUST_02350,13,41.08,0,1916
CUST_02351,6,65.57,24,1854
CUST_02352,12,35.24,1,981
CUST_02353,9,25.65,31,1351
CUST_02354,13,32.97,12,1121
CUST_02355,4,54.48,32,584
CUST_02356,11,75.3,31,326
CUST_02357,18,24.3,55,541
CUST_02358,11,42.47,23,1148
CUST_02359,4,48.46,26,209
CUST_02360,18,15.19,3,1807
CUST_02361,1,40.51,23,1748
CUST_02362,7,5.0,22,132
CUST_02363,6,5.0,28,1526
CUST_02364,15,49.17,33,156
CUST_02365,18,30.4,20,1582
CUST_02366,11,45.06,29,1892
CUST_02367,15,39.55,25,874
CUST_02368,16,15.59,19,381
CUST_02369,7,38.87,15,1045
CUST_02370,10,9.17,2,973
CUST_02371,12,74.77,48,1976
CUST_02372,14,6.1,36,594
CUST_02373,5,35.11,57,1442
CUST_02374,18,13.94,39,471
CUST_02375,5,54.26,43,233
CUST_02376,3,31.71,24,571
CUST_02377,5,27.03,22,1477
CUST_02378,17,61.33,43,1723
CUST_02379,19,40.74,58,1593
CUST_02380,19,52.92,0,770
CUST_02381,12,15.47,32,1185
CUST_02382,9,5.0,14,300
CUST_02383,1,42.68,16,305
CUST_02384,18,32.03,33,1
CUST_02385,4,55.66,16,270
CUST_02386,10,38.0,51,420
CUST_02387,7,45.13,57,1166
CUST_02388,1,5.0,40,699
CUST_02389,17,87.21,43,863
CUST_02390,2,35.89,3,1876
